State,District,Latitude,Longitude,Crop,Season,Year,Sowing_date,Harvest_date,Area_ha,Production_tonnes,Yield_t_per_ha,Rainfall_mm,Avg_Temperature_C,Humidity_%,Solar_Radiation_MJ_m2_day,Soil_pH,Soil_N_percent,Soil_P_ppm,Soil_K_ppm,Soil_organic_percent,Fertilizer_kg_per_ha,Irrigation_type,Irrigation_mm,NDVI,EVI,Pesticide_used,Previous_crop
Andhra Pradesh,Andhra Pradesh_Dist_28,29.918,87.038,Maize,Kharif,2018,2018-06-20,2018-09-28,18.009,138.941,7.715,591.0,30.24,41.2,15.49,6.67,0.282,40.41,302.73,0.69,44.5,Rainfed,0.0,0.8214309345040559,0.7111228948538147,0,Rice
Madhya Pradesh,Madhya Pradesh_Dist_40,15.719,91.662,Cotton,Rabi,2019,2019-11-22,2020-04-02,7.354,7.183,0.977,195.0,24.16,51.1,11.59,5.46,0.234,56.87,181.09,1.05,0.0,Rainfed,0.0,0.3360235270765242,0.26388192953096157,1,Pulses
Maharashtra,Maharashtra_Dist_30,30.08,74.192,Sugarcane,Zaid,2018,2018-04-14,2018-07-23,99.297,9294.348,93.602,114.0,21.75,78.2,17.3,7.03,0.247,14.76,308.91,4.93,144.1,Rainfed,0.0,0.46403141249823093,0.36864833250705104,1,Cotton
Karnataka,Karnataka_Dist_30,14.66,89.067,Sugarcane,Kharif,2016,2016-07-19,2016-12-01,35.746,5361.9,150.0,574.0,27.89,94.5,23.38,5.36,0.22,42.89,446.8,3.36,104.7,Sprinkler,680.6,0.95,0.723271052911319,0,Maize
Karnataka,Karnataka_Dist_19,8.953,89.626,Wheat,Zaid,2016,2016-04-26,2016-08-13,240.742,782.8,3.252,72.0,21.6,51.3,20.94,7.5,0.235,15.34,229.26,4.03,123.7,Rainfed,0.0,0.3936491416663541,0.31535995917495924,0,Millet
Bihar,Bihar_Dist_39,19.141,88.173,Soybean,Kharif,2020,2020-06-10,2020-09-13,11.812,20.734,1.755,482.0,26.68,46.7,15.81,6.93,0.349,25.26,268.42,3.75,77.6,Rainfed,0.0,0.7114342362875943,0.5971251139862681,1,Rice
Rajasthan,Rajasthan_Dist_3,30.276,82.449,Soybean,Zaid,2012,2012-04-07,2012-06-17,0.661,0.738,1.116,19.0,30.05,51.7,30.79,6.16,0.224,35.88,315.48,3.22,111.1,Rainfed,0.0,0.3849531262905731,0.325738309508494,1,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_35,34.955,95.06,Soybean,Zaid,2018,2018-04-10,2018-07-30,4.509,9.02,2.001,73.0,23.19,70.4,22.78,6.55,0.182,13.11,217.84,2.45,188.7,Groundwater,216.5,0.652652979004334,0.48115852253770186,0,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_8,33.398,75.52,Pulses,Kharif,2012,2012-07-26,2012-11-04,51.94,86.737,1.67,779.0,20.69,54.8,19.31,7.19,0.165,36.45,326.86,1.33,81.7,Sprinkler,481.1,0.95,0.7069468190331145,0,Soybean
Madhya Pradesh,Madhya Pradesh_Dist_1,33.829,70.0,Sugarcane,Zaid,2011,2011-04-22,2011-06-27,28.576,4286.4,150.0,101.0,22.87,42.5,3.64,6.48,0.181,45.12,401.52,1.22,206.3,Canal,688.2,0.95,0.7427968653537329,1,Soybean
Bihar,Bihar_Dist_31,32.474,72.038,Wheat,Zaid,2018,2018-04-23,2018-08-19,3.437,7.659,2.228,41.0,21.43,65.3,16.89,6.0,0.278,29.74,406.22,0.79,44.6,Rainfed,0.0,0.22749609838940207,0.181576292563794,0,Wheat
Karnataka,Karnataka_Dist_27,23.264,81.454,Rice,Kharif,2010,2010-06-08,2010-09-18,38.509,359.07,9.324,236.0,20.89,63.7,18.44,6.92,0.066,28.03,189.27,3.79,105.8,Groundwater,886.0,0.95,0.7223713173049225,1,Millet
Tamil Nadu,Tamil Nadu_Dist_9,20.374,82.056,Millet,Rabi,2015,2015-11-04,2016-05-05,179.287,228.654,1.275,21.0,29.66,49.0,13.95,6.62,0.207,11.31,441.26,3.75,168.9,Drip,227.1,0.5774841028582754,0.5163324266644259,1,Rice
Rajasthan,Rajasthan_Dist_40,16.916,89.946,Millet,Rabi,2010,2010-11-28,2011-04-07,9.563,16.722,1.749,114.0,33.04,86.5,12.83,6.07,0.204,49.35,272.88,0.73,104.4,Drip,514.5,0.6856017910437732,0.524505672635511,0,Millet
Andhra Pradesh,Andhra Pradesh_Dist_7,34.041,73.909,Soybean,Zaid,2020,2020-03-28,2020-06-03,37.135,46.674,1.257,93.0,23.99,55.6,10.18,7.03,0.212,32.38,124.3,3.46,95.3,Rainfed,0.0,0.3553321201897228,0.3187190674276809,1,Pulses
Rajasthan,Rajasthan_Dist_6,15.476,96.522,Cotton,Zaid,2020,2020-04-05,2020-06-19,37.547,139.747,3.722,117.0,22.33,88.1,23.4,6.23,0.325,34.32,146.34,3.63,176.9,Canal,834.6,0.95,0.7471673293885974,0,Fallow
West Bengal,West Bengal_Dist_14,26.034,86.405,Rice,Zaid,2013,2013-03-20,2013-07-08,8.083,76.946,9.519,58.0,22.94,64.5,21.8,6.38,0.235,9.59,450.61,4.12,30.2,Canal,604.2,0.6060379304377143,0.49840149823766344,0,Cotton
Maharashtra,Maharashtra_Dist_18,16.487,81.664,Maize,Kharif,2018,2018-06-01,2018-09-15,9.573,56.507,5.903,472.0,28.94,77.8,30.95,6.85,0.074,45.23,158.71,4.36,119.5,Rainfed,0.0,0.7624730488134807,0.6495063651190233,0,Wheat
Andhra Pradesh,Andhra Pradesh_Dist_16,28.218,86.883,Soybean,Kharif,2012,2012-06-16,2012-09-22,86.697,107.281,1.237,182.0,22.57,79.5,17.89,5.9,0.264,50.43,122.27,1.58,69.7,Rainfed,0.0,0.3987620925478089,0.29133736850329206,0,Soybean
Rajasthan,Rajasthan_Dist_24,30.6,76.099,Rice,Rabi,2018,2018-11-01,2019-05-02,49.002,215.099,4.39,230.0,23.27,66.1,17.88,5.96,0.253,22.88,368.26,0.81,119.5,Rainfed,0.0,0.5504143935773071,0.4325643656507234,0,Pulses
Maharashtra,Maharashtra_Dist_31,23.132,71.219,Millet,Rabi,2020,2020-10-20,2021-03-10,51.984,66.353,1.276,160.0,32.76,45.0,14.61,6.81,0.311,47.13,411.15,3.49,110.8,Rainfed,0.0,0.48069093284642556,0.3773150166385842,1,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_5,8.486,95.922,Maize,Rabi,2019,2019-11-17,2020-04-23,30.125,280.169,9.3,239.0,24.52,27.4,22.24,6.18,0.272,55.49,197.62,4.36,94.6,Drip,316.9,0.7069387516932302,0.5750603838877864,1,Soybean
West Bengal,West Bengal_Dist_28,16.098,89.553,Rice,Zaid,2011,2011-04-08,2011-08-02,65.354,504.416,7.718,116.0,22.89,69.9,16.07,6.7,0.212,10.31,181.6,0.56,61.3,Sprinkler,534.4,0.7069870950971024,0.5171003578245843,0,Soybean
Madhya Pradesh,Madhya Pradesh_Dist_22,31.732,84.581,Pulses,Rabi,2016,2016-11-09,2017-05-13,2.967,4.038,1.361,226.0,31.84,58.4,17.16,6.54,0.069,50.73,331.57,1.02,169.7,Drip,237.5,0.7637077763649444,0.630224137140802,1,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_10,18.382,82.142,Pulses,Kharif,2011,2011-06-26,2011-11-10,36.933,63.928,1.731,228.0,22.25,82.1,16.24,7.03,0.183,38.39,345.15,3.16,113.8,Sprinkler,651.3,0.9204516819450795,0.6883023711991486,0,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_36,24.491,76.14,Wheat,Zaid,2018,2018-04-22,2018-08-15,53.31,206.455,3.873,85.0,27.21,60.7,26.48,6.13,0.126,24.9,278.45,0.71,111.7,Canal,312.0,0.5702402686496022,0.394156573126602,0,Soybean
Madhya Pradesh,Madhya Pradesh_Dist_4,21.7,93.352,Sugarcane,Zaid,2014,2014-04-28,2014-07-11,12.096,1038.444,85.85,72.0,25.03,76.3,15.11,6.79,0.138,56.25,246.75,0.89,263.9,Rainfed,0.0,0.5663389828195297,0.46113102905613695,0,Rice
Punjab,Punjab_Dist_23,11.091,79.131,Soybean,Kharif,2022,2022-06-01,2022-10-03,34.516,60.741,1.76,440.0,22.39,39.3,8.71,7.0,0.264,38.43,209.94,4.21,89.1,Rainfed,0.0,0.6868933832328776,0.5310715206315946,0,Soybean
Uttar Pradesh,Uttar Pradesh_Dist_18,27.547,71.496,Sugarcane,Rabi,2015,2015-10-24,2016-02-19,30.962,2744.804,88.651,79.0,23.77,82.8,15.55,6.81,0.251,42.33,232.01,3.17,89.9,Rainfed,0.0,0.36628620236224974,0.31579711989345827,0,Soybean
Maharashtra,Maharashtra_Dist_6,19.608,87.516,Cotton,Rabi,2016,2016-11-11,2017-05-22,116.871,279.301,2.39,155.0,22.02,34.5,14.77,8.11,0.063,11.77,314.63,2.04,70.9,Canal,783.3,0.9143028600263368,0.74425811887722,0,Cotton
West Bengal,West Bengal_Dist_39,26.587,78.862,Rice,Kharif,2012,2012-07-22,2012-12-15,16.605,127.809,7.697,650.0,22.32,80.9,16.75,6.67,0.325,28.7,213.92,3.12,115.6,Rainfed,0.0,0.95,0.7101252403589298,0,Wheat
Madhya Pradesh,Madhya Pradesh_Dist_32,13.883,96.653,Pulses,Rabi,2014,2014-11-10,2015-03-04,9.628,7.818,0.812,62.0,24.14,55.4,21.9,7.29,0.152,8.94,252.04,1.9,183.7,Rainfed,0.0,0.5295925816548728,0.4721415500303452,0,Cotton
West Bengal,West Bengal_Dist_32,32.302,71.368,Sugarcane,Kharif,2013,2013-06-07,2013-10-13,30.757,2817.42,91.603,379.0,26.7,52.9,17.93,6.83,0.165,7.14,93.0,2.25,100.4,Rainfed,0.0,0.6287601968666449,0.5509675726084574,0,Fallow
Uttar Pradesh,Uttar Pradesh_Dist_17,30.509,80.773,Sugarcane,Rabi,2011,2011-10-18,2012-03-14,156.586,16077.532,102.675,206.0,23.66,77.6,19.85,6.44,0.166,23.72,307.39,1.19,126.9,Rainfed,0.0,0.6123757499742546,0.5568396043651826,1,Rice
Bihar,Bihar_Dist_33,24.758,73.838,Soybean,Kharif,2016,2016-06-03,2016-10-29,18.501,54.605,2.951,382.0,22.52,57.5,15.64,5.31,0.224,12.66,266.5,3.32,144.9,Sprinkler,544.4,0.95,0.7869839491344474,0,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_37,12.017,81.418,Millet,Zaid,2016,2016-03-01,2016-05-25,25.638,75.213,2.934,79.0,22.73,37.1,19.2,6.66,0.311,12.19,412.01,1.06,206.1,Drip,517.7,0.8719485944928026,0.6864705655129331,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_11,19.005,91.998,Pulses,Zaid,2015,2015-04-13,2015-07-19,198.633,198.732,1.0,125.0,24.79,33.4,24.31,5.96,0.279,26.26,294.74,2.72,60.8,Rainfed,0.0,0.4065028404533026,0.33189943978651687,0,Maize
Tamil Nadu,Tamil Nadu_Dist_6,33.012,68.554,Millet,Rabi,2021,2021-10-21,2022-04-04,72.808,103.292,1.419,194.0,25.36,57.0,17.24,6.38,0.304,54.12,106.23,4.48,168.0,Rainfed,0.0,0.6062778361140431,0.39681060985130606,1,Rice
Punjab,Punjab_Dist_34,27.922,92.19,Cotton,Rabi,2015,2015-10-09,2016-02-04,32.894,38.805,1.18,240.0,28.79,48.4,20.04,5.92,0.291,20.33,168.5,4.81,17.2,Drip,203.5,0.48711933307872946,0.4153939796017539,0,Maize
Bihar,Bihar_Dist_12,17.418,71.219,Maize,Zaid,2011,2011-04-19,2011-07-31,67.945,254.305,3.743,97.0,22.62,70.5,23.91,6.85,0.234,9.87,284.8,0.85,127.0,Rainfed,0.0,0.3457866680387342,0.22765258234122457,1,Millet
West Bengal,West Bengal_Dist_21,29.694,94.948,Soybean,Kharif,2017,2017-07-12,2017-10-17,83.074,126.446,1.522,505.0,27.43,53.1,16.9,7.37,0.262,7.76,110.62,2.31,100.2,Rainfed,0.0,0.704898508141014,0.5410158663083111,1,Pulses
Tamil Nadu,Tamil Nadu_Dist_5,23.818,86.119,Sugarcane,Rabi,2017,2017-10-28,2018-04-28,26.468,2232.952,84.364,128.0,27.53,36.9,17.34,6.55,0.231,24.68,352.08,1.05,101.4,Rainfed,0.0,0.4176982141323665,0.3642698570202135,1,Pulses
Punjab,Punjab_Dist_40,9.467,89.711,Millet,Rabi,2019,2019-10-20,2020-03-09,4.224,10.237,2.424,62.0,28.13,72.7,20.8,6.64,0.206,12.86,405.65,1.72,182.2,Canal,597.4,0.8028043434455471,0.6299650016130446,0,Millet
Rajasthan,Rajasthan_Dist_33,32.081,80.581,Maize,Kharif,2017,2017-06-08,2017-09-11,19.606,115.6,5.896,500.0,24.96,55.1,18.78,7.0,0.145,10.6,231.3,1.72,48.0,Rainfed,0.0,0.648188956322767,0.5447828404795955,1,Wheat
Rajasthan,Rajasthan_Dist_29,33.671,88.374,Maize,Rabi,2015,2015-11-20,2016-05-24,120.866,1450.392,12.0,181.0,24.59,64.0,15.09,5.04,0.24,43.71,81.83,1.25,91.9,Groundwater,684.8,0.8712053469396365,0.6990153964310171,1,Soybean
Maharashtra,Maharashtra_Dist_22,19.246,91.843,Rice,Rabi,2011,2011-11-28,2012-06-07,18.195,158.828,8.729,166.0,23.86,53.4,18.7,6.74,0.2,28.8,272.23,1.44,92.5,Canal,495.0,0.7097429901176344,0.5633609825295834,1,Pulses
West Bengal,West Bengal_Dist_10,27.257,73.777,Soybean,Kharif,2019,2019-07-20,2019-11-03,95.472,269.748,2.825,593.0,20.44,75.6,17.62,6.9,0.232,21.24,137.37,3.43,35.7,Drip,495.4,0.95,0.7189388636932099,1,Pulses
Punjab,Punjab_Dist_20,8.268,81.459,Millet,Zaid,2022,2022-04-12,2022-07-13,110.962,83.656,0.754,45.0,19.35,33.8,18.6,5.58,0.056,11.84,253.73,2.72,32.0,Rainfed,0.0,0.27744898560220005,0.14966254346855581,0,Wheat
Maharashtra,Maharashtra_Dist_24,8.474,76.506,Sugarcane,Kharif,2013,2013-06-05,2013-09-20,166.021,23046.353,138.816,803.0,25.87,75.8,14.38,6.57,0.343,11.91,87.12,3.97,192.9,Rainfed,0.0,0.95,0.765767042925857,1,Maize
Punjab,Punjab_Dist_19,20.793,69.677,Rice,Zaid,2022,2022-03-13,2022-06-19,74.672,528.478,7.077,0.0,26.02,74.8,11.24,6.9,0.187,26.89,207.22,0.8,140.6,Canal,382.6,0.5852972619925476,0.4189421452594131,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_11,15.017,78.011,Maize,Zaid,2022,2022-03-12,2022-06-06,158.755,1449.956,9.133,81.0,25.92,41.1,14.92,6.27,0.237,47.97,322.89,1.16,80.9,Drip,524.4,0.5939836557472684,0.5225301288351601,0,Millet
Bihar,Bihar_Dist_29,29.788,81.33,Sugarcane,Zaid,2022,2022-04-27,2022-08-22,125.239,9690.994,77.38,69.0,17.66,65.0,21.1,5.85,0.337,34.13,181.6,2.75,90.7,Rainfed,0.0,0.3216531115268755,0.264061262783171,0,Pulses
Bihar,Bihar_Dist_24,19.799,85.213,Pulses,Rabi,2022,2022-10-26,2023-02-28,40.047,28.321,0.707,105.0,24.67,57.0,11.84,6.77,0.123,57.83,162.71,4.78,122.3,Rainfed,0.0,0.43034807229907734,0.35423377373701737,1,Soybean
West Bengal,West Bengal_Dist_9,12.393,84.387,Sugarcane,Kharif,2020,2020-06-03,2020-10-07,4.294,644.1,150.0,524.0,25.17,68.2,15.09,6.52,0.343,46.65,147.9,2.65,134.3,Canal,774.7,0.95,0.7212018112638651,1,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_18,18.742,94.666,Pulses,Zaid,2012,2012-04-12,2012-08-06,74.339,109.226,1.469,67.0,25.0,41.2,21.02,7.03,0.269,10.25,260.05,0.63,72.9,Sprinkler,540.4,0.6040814647653128,0.49343498237152766,0,Maize
Maharashtra,Maharashtra_Dist_27,13.173,94.629,Wheat,Rabi,2018,2018-11-01,2019-03-09,250.448,710.143,2.835,42.0,18.59,63.7,18.75,6.56,0.157,48.32,185.42,3.04,135.3,Rainfed,0.0,0.4596854873131676,0.3304034527039894,1,Wheat
Andhra Pradesh,Andhra Pradesh_Dist_7,32.099,80.164,Soybean,Kharif,2012,2012-07-20,2012-12-14,5.868,11.2,1.909,271.0,25.13,63.2,17.05,5.58,0.224,33.42,398.69,1.77,219.0,Rainfed,0.0,0.7613636943697082,0.6003737024028458,1,Rice
Maharashtra,Maharashtra_Dist_6,30.567,77.634,Wheat,Rabi,2013,2013-11-10,2014-03-20,76.29,624.658,8.188,121.0,11.11,66.1,11.37,6.17,0.307,16.39,109.89,0.81,38.4,Sprinkler,770.4,0.6485293071686433,0.5247918901388096,1,Wheat
Punjab,Punjab_Dist_4,14.221,68.043,Cotton,Rabi,2020,2020-10-20,2021-04-01,59.646,109.036,1.828,204.0,29.77,33.3,19.6,6.2,0.088,47.11,80.0,2.37,95.1,Sprinkler,561.3,0.7764543298051834,0.590467598504598,1,Wheat
Tamil Nadu,Tamil Nadu_Dist_2,10.118,83.79,Cotton,Zaid,2012,2012-03-14,2012-06-18,65.845,71.276,1.082,129.0,28.28,56.2,23.67,5.86,0.264,49.92,156.28,2.17,28.1,Rainfed,0.0,0.38123659375189706,0.25338619847308314,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_6,26.825,88.715,Soybean,Kharif,2018,2018-07-21,2018-10-24,62.277,218.65,3.511,572.0,22.72,68.5,18.53,5.55,0.264,46.75,123.06,2.81,147.6,Canal,607.1,0.95,0.7545041014383884,0,Soybean
Madhya Pradesh,Madhya Pradesh_Dist_24,23.176,95.466,Sugarcane,Zaid,2010,2010-03-22,2010-07-06,31.468,2276.474,72.343,89.0,26.99,70.0,20.11,7.0,0.109,23.99,220.96,4.9,63.0,Rainfed,0.0,0.3465750615310113,0.3006281443301725,0,Cotton
Punjab,Punjab_Dist_38,30.062,83.846,Soybean,Kharif,2010,2010-07-21,2010-12-19,34.785,55.939,1.608,336.0,23.45,70.4,22.25,6.32,0.302,5.63,375.55,4.87,95.7,Rainfed,0.0,0.5200563126659595,0.40533417410856937,1,Rice
Uttar Pradesh,Uttar Pradesh_Dist_9,26.163,91.104,Rice,Zaid,2022,2022-03-26,2022-05-27,171.116,1028.101,6.008,80.0,22.36,70.5,20.1,6.8,0.216,26.81,135.32,4.39,68.4,Groundwater,268.0,0.42954293365617446,0.3132715003510123,0,Pulses
Bihar,Bihar_Dist_3,15.715,80.55,Soybean,Rabi,2018,2018-10-21,2019-05-05,14.915,18.26,1.224,239.0,32.74,61.0,14.8,5.9,0.156,39.17,220.3,3.8,33.9,Rainfed,0.0,0.3816896901070297,0.3008050884353244,1,Pulses
Bihar,Bihar_Dist_19,34.47,69.958,Soybean,Kharif,2023,2023-07-13,2023-12-05,58.33,131.221,2.25,435.0,24.35,68.1,17.23,7.33,0.24,15.94,255.7,3.88,168.8,Drip,240.5,0.8908120536894694,0.6839351155047242,1,Wheat
Rajasthan,Rajasthan_Dist_25,24.298,70.232,Soybean,Kharif,2017,2017-06-03,2017-10-25,37.063,94.315,2.545,465.0,21.3,73.4,23.18,5.39,0.169,19.54,166.24,2.67,44.2,Drip,307.4,0.8666623174930768,0.6547512107830167,1,Pulses
Madhya Pradesh,Madhya Pradesh_Dist_39,16.448,75.862,Maize,Zaid,2014,2014-04-15,2014-07-03,4.43,21.635,4.884,77.0,25.74,63.0,13.94,7.4,0.13,5.83,485.31,1.63,174.9,Rainfed,0.0,0.5411455698620584,0.4633267281059627,0,Cotton
West Bengal,West Bengal_Dist_28,13.091,87.501,Maize,Zaid,2017,2017-04-21,2017-07-07,46.024,221.509,4.813,71.0,26.11,85.0,21.62,5.98,0.055,37.06,186.3,2.53,201.7,Rainfed,0.0,0.5109615248091929,0.42369377756652404,0,Cotton
Maharashtra,Maharashtra_Dist_5,10.468,73.779,Millet,Rabi,2018,2018-10-22,2019-04-17,189.128,386.57,2.044,81.0,24.44,64.7,18.95,5.54,0.18,44.79,83.8,3.15,73.7,Sprinkler,606.6,0.6327968652447191,0.5269287263531311,0,Fallow
Rajasthan,Rajasthan_Dist_3,33.183,83.783,Maize,Kharif,2013,2013-07-20,2013-10-22,105.47,1265.64,12.0,382.0,22.24,46.3,13.84,6.46,0.27,38.37,362.61,0.87,57.1,Sprinkler,775.7,0.95,0.7735759430907846,1,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_29,20.267,86.277,Soybean,Rabi,2017,2017-11-21,2018-04-10,11.675,36.546,3.13,263.0,27.73,62.3,26.56,6.39,0.326,37.14,306.1,1.71,62.8,Sprinkler,484.2,0.7866109297802438,0.6509356189779794,0,Cotton
Karnataka,Karnataka_Dist_16,10.846,90.169,Rice,Kharif,2021,2021-07-23,2021-11-23,14.776,91.51,6.193,409.0,31.88,89.9,14.17,6.17,0.183,6.21,206.44,2.76,151.6,Rainfed,0.0,0.7448081126952882,0.5751546569343053,1,Wheat
Rajasthan,Rajasthan_Dist_14,22.46,78.35,Sugarcane,Zaid,2017,2017-04-23,2017-07-03,26.854,2102.006,78.275,30.0,28.25,55.8,16.6,6.97,0.294,42.68,126.38,1.8,120.4,Rainfed,0.0,0.3033424736721101,0.21791166303831944,0,Wheat
Rajasthan,Rajasthan_Dist_6,13.234,92.906,Soybean,Zaid,2015,2015-03-23,2015-07-06,22.331,39.819,1.783,99.0,27.19,68.2,16.73,6.42,0.156,32.81,475.27,4.44,119.7,Drip,241.0,0.6164938369645118,0.42898709320827005,1,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_24,12.357,70.423,Cotton,Kharif,2013,2013-06-18,2013-11-01,56.996,127.879,2.244,526.0,25.66,54.2,25.95,5.84,0.252,14.86,371.46,1.53,121.5,Sprinkler,358.8,0.95,0.7875536333182724,0,Millet
West Bengal,West Bengal_Dist_24,19.226,80.439,Pulses,Zaid,2012,2012-04-23,2012-07-17,1.466,1.584,1.081,52.0,19.97,56.7,16.46,7.96,0.124,8.18,244.23,1.55,126.0,Drip,287.8,0.5641075357504115,0.4646371045238149,0,Wheat
Rajasthan,Rajasthan_Dist_34,13.569,79.364,Millet,Rabi,2023,2023-10-15,2024-03-20,39.425,68.936,1.749,237.0,29.22,60.0,11.51,7.11,0.239,34.29,128.47,3.23,85.5,Canal,293.8,0.6230626838818487,0.48620712193067234,0,Cotton
Tamil Nadu,Tamil Nadu_Dist_23,30.77,82.068,Maize,Zaid,2020,2020-03-04,2020-06-25,113.512,1362.144,12.0,82.0,19.21,55.5,17.75,8.07,0.239,42.87,186.37,0.54,33.3,Canal,778.8,0.8032549038010528,0.6465645507193689,0,Soybean
Tamil Nadu,Tamil Nadu_Dist_10,34.138,69.93,Sugarcane,Kharif,2012,2012-07-09,2012-10-17,20.795,2140.675,102.942,464.0,30.72,65.0,16.51,6.45,0.073,26.33,417.49,4.56,161.4,Rainfed,0.0,0.7959148903539567,0.6649527965978459,0,Cotton
Bihar,Bihar_Dist_36,27.137,68.243,Sugarcane,Kharif,2020,2020-06-22,2020-10-11,52.751,5681.876,107.711,471.0,22.35,55.6,24.73,5.85,0.155,25.49,108.86,2.16,58.7,Rainfed,0.0,0.7500344465396096,0.591542160846354,0,Rice
West Bengal,West Bengal_Dist_39,13.264,93.822,Soybean,Zaid,2010,2010-03-21,2010-07-19,12.774,34.464,2.698,72.0,33.44,64.0,25.57,7.34,0.276,49.17,297.56,1.13,124.9,Sprinkler,635.6,0.8536784985062594,0.7038798969811785,0,Wheat
West Bengal,West Bengal_Dist_17,13.803,80.321,Cotton,Zaid,2016,2016-04-10,2016-07-20,69.81,107.919,1.546,88.0,26.25,85.5,23.36,6.61,0.24,13.61,279.05,3.72,156.5,Drip,308.4,0.6174743760373509,0.4637378365165223,0,Millet
Rajasthan,Rajasthan_Dist_16,16.762,75.816,Millet,Rabi,2017,2017-11-16,2018-04-18,119.711,115.761,0.967,40.0,25.12,63.3,15.6,7.19,0.248,48.79,194.22,3.62,74.7,Rainfed,0.0,0.30296550961190516,0.24078756755228106,0,Rice
Rajasthan,Rajasthan_Dist_14,8.841,75.528,Soybean,Zaid,2012,2012-04-25,2012-07-02,11.093,12.932,1.166,39.0,27.8,37.1,21.09,7.13,0.283,46.85,158.84,0.9,132.2,Rainfed,0.0,0.33592878366371176,0.31178507632089975,1,Cotton
Andhra Pradesh,Andhra Pradesh_Dist_33,23.571,69.95,Rice,Rabi,2013,2013-10-04,2014-01-30,2.213,26.556,12.0,123.0,26.97,51.9,18.33,5.76,0.319,53.85,216.62,4.55,169.9,Canal,996.9,0.95,0.7694846787154833,1,Millet
Maharashtra,Maharashtra_Dist_19,9.051,92.276,Millet,Zaid,2016,2016-04-25,2016-07-06,5.486,6.71,1.223,110.0,27.45,44.7,16.78,6.48,0.285,36.14,211.37,3.44,91.9,Rainfed,0.0,0.4179534995153025,0.3742307991983043,0,Cotton
Uttar Pradesh,Uttar Pradesh_Dist_32,17.231,83.303,Pulses,Rabi,2014,2014-11-07,2015-03-17,48.817,99.509,2.038,311.0,29.09,63.7,23.23,6.59,0.277,29.33,377.11,2.25,101.4,Canal,383.1,0.8470420807896587,0.6824084329916902,0,Soybean
West Bengal,West Bengal_Dist_23,25.513,75.983,Wheat,Kharif,2014,2014-06-14,2014-09-25,12.39,89.741,7.243,668.0,27.2,70.4,25.99,6.46,0.252,42.26,236.71,4.74,60.8,Canal,333.9,0.95,0.7601108701554354,1,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_17,29.676,95.867,Soybean,Rabi,2015,2015-11-10,2016-04-28,8.992,14.715,1.636,248.0,31.74,68.4,13.6,7.69,0.301,14.34,88.04,4.01,68.1,Rainfed,0.0,0.5530580210357386,0.46806569612515764,0,Maize
Punjab,Punjab_Dist_25,31.786,93.605,Pulses,Zaid,2014,2014-03-12,2014-06-05,38.887,45.177,1.162,0.0,23.81,63.6,12.24,6.73,0.225,37.61,229.07,0.73,87.7,Sprinkler,315.9,0.43071822992651915,0.3401044279602994,0,Rice
Andhra Pradesh,Andhra Pradesh_Dist_36,9.685,77.723,Soybean,Kharif,2013,2013-06-05,2013-09-07,54.3,180.984,3.333,564.0,23.64,57.5,19.06,5.96,0.291,59.85,92.61,4.54,159.8,Drip,449.1,0.95,0.773642227364234,1,Fallow
Andhra Pradesh,Andhra Pradesh_Dist_31,16.809,76.682,Pulses,Kharif,2019,2019-07-13,2019-10-31,3.968,8.994,2.267,469.0,22.01,57.3,10.26,6.21,0.1,13.1,488.69,3.92,82.9,Sprinkler,783.9,0.95,0.7461155294098146,0,Cotton
West Bengal,West Bengal_Dist_20,11.703,84.84,Soybean,Zaid,2023,2023-04-01,2023-07-22,13.731,38.643,2.814,65.0,22.68,80.5,12.31,6.27,0.153,52.56,145.07,0.87,119.9,Canal,587.6,0.76956639066206,0.5620771177716247,1,Pulses
Andhra Pradesh,Andhra Pradesh_Dist_22,26.015,90.534,Rice,Rabi,2019,2019-11-26,2020-05-27,35.711,151.508,4.243,178.0,20.98,58.6,9.12,6.45,0.142,50.23,103.93,2.38,50.0,Rainfed,0.0,0.4721425675926666,0.36807677109059594,0,Millet
West Bengal,West Bengal_Dist_37,20.258,90.111,Cotton,Zaid,2010,2010-03-22,2010-07-12,99.599,174.061,1.748,96.0,17.29,55.8,22.23,6.47,0.272,32.09,282.94,4.27,15.7,Canal,489.1,0.5397538823796544,0.46343605555292133,0,Soybean
Bihar,Bihar_Dist_3,13.905,73.302,Rice,Kharif,2010,2010-07-14,2010-11-07,7.234,37.551,5.191,539.0,19.98,54.7,31.42,5.76,0.216,25.47,357.9,1.14,139.6,Rainfed,0.0,0.7799237199115899,0.6326645599345732,1,Rice
